agent_id,c,alpha,beta,acbar,sigma,pro,cbar,wtp_wta_max
1,7.808888802960994,29.49965386845093,1.8888509372335522,7.808888802960994,0.001506954409212121,1,7.808888802960994,115.17975839228572
2,7.102877227034356,22.329026196285618,1.5718296601902968,7.102877227034356,0.002877663152217032,1,7.102877227034356,79.30016583572534
3,11.735882441904721,30.110147377065246,1.2828241730486525,11.735882441904721,0.005142446303581336,1,11.735882441904721,176.68457496283173
4,11.132089374814257,29.3293524092735,1.3173336748279059,11.132089374814257,0.007290709851752076,1,11.132089374814257,163.24848616272823
5,7.657614503096313,20.379405219517892,1.3306627809011276,7.657614503096313,0.008768471442506452,1,7.657614503096313,78.02881448672845
6,10.963123213496694,28.96763552588736,1.3211397410103594,10.963123213496694,0.01088412800801551,1,10.963123213496694,158.7878787369836
7,15.84736046204392,36.144216816372094,1.1403860252608395,15.84736046204392,0.013942341580424886,1,15.84736046204392,286.39521625365904
8,12.307468040065306,38.92217166633882,1.5812420369337108,12.307468040065306,0.016317428958052934,1,12.307468040065306,239.5166919167002
9,11.907694055269895,31.427811579954295,1.31964305742494,11.907694055269895,0.018615368205610636,1,11.907694055269895,187.11638256038205
10,8.80776505965058,20.829604635660104,1.1824568715554757,8.80776505965058,0.020315085121404345,1,8.80776505965058,91.7311319581514
11,7.104039522570526,27.715713179089917,1.9507009421212556,7.104039522570526,0.02168601816346476,1,7.104039522570526,98.44676091024178
12,11.158768630685293,31.26137055319453,1.4007535951247103,11.158768630685293,0.023839430257514924,1,11.158768630685293,174.41920054060805
13,8.801776429111431,22.080593904760008,1.2543259921786674,8.801776429111431,0.025537991491184863,1,8.801776429111431,97.17422548584909
14,8.71523299624932,33.769444709338345,1.9373804879267904,8.71523299624932,0.027219851628062328,1,8.71523299624932,147.15428939792127
15,7.633000200104839,25.94612243560036,1.6996018443209255,7.633000200104839,0.028692863166234494,1,7.633000200104839,99.0233788714411
16,8.690488002347168,33.604207231048186,1.9333901169860774,8.690488002347168,0.030369948029880686,1,8.690488002347168,146.0184798849061
17,9.99525829383299,31.275234492887662,1.56450356626523,9.99525829383299,0.03229882663696166,1,9.99525829383299,156.3020234783035
18,7.602020813964979,29.77546910631097,1.9583917115573515,7.602020813964979,0.033765859792842044,1,7.602020813964979,113.17686794587361
19,11.384742853943347,28.1419106199604,1.2359484522837882,11.384742853943347,0.035962880249195674,1,11.384742853943347,160.19420791345328
20,7.1428911911308735,25.733818416494408,1.801358702513022,7.1428911911308735,0.0373413108616172,1,7.1428911911308735,91.90693244066968
21,9.003461231419651,31.429061178642527,1.7453877109485174,9.003461231419651,0.039078793100538765,1,9.003461231419651,141.4851669309122
22,11.572708652946067,36.10201410271039,1.5597910215047146,11.572708652946067,0.041312087077586,1,11.572708652946067,208.89904549760877
23,7.258879993846002,21.01094097893377,1.447257772324836,7.258879993846002,0.04271290113560153,1,7.258879993846002,76.25794956193074
24,10.52403618055803,38.905248911770414,1.848399617992737,10.52403618055803,0.044743822963939806,1,10.52403618055803,204.72012358054388
25,7.892100406583584,23.535001919550066,1.4910480548319676,7.892100406583584,0.046266835495650624,1,7.892100406583584,92.87029910911325
26,6.991535568046812,23.647272258325305,1.6911358047293406,6.991535568046812,0.047616057595911095,1,6.991535568046812,82.66537254068402
27,13.77160584103631,37.73358901809824,1.369977817171494,13.77160584103631,0.05027369335789196,1,13.77160584103631,259.82605746245264
28,11.627489491289777,33.524787976187866,1.441617642454181,11.627489491289777,0.052517558906383655,1,11.627489491289777,194.90455994542114
29,11.079226492840506,31.772384567461636,1.4338719669641753,11.079226492840506,0.05465562100911394,1,11.079226492840506,176.00672242026891
30,9.753084872827795,27.568857123370307,1.413340367834666,9.753084872827795,0.05653776514298288,1,9.753084872827795,134.44070168554688
31,10.548351589236775,22.2630443863197,1.0552854727100796,10.548351589236775,0.05857337934346844,1,10.548351589236775,117.41920981684213
32,10.230996854636766,38.44737708912815,1.8789653459674123,10.230996854636766,0.060547750628520434,1,10.230996854636766,196.6774970339519
33,8.869660810608275,20.47890832610149,1.1544358213567956,8.869660810608275,0.06225941214708296,1,8.869660810608275,90.82048531203095
34,9.331836802975428,33.22103980625901,1.7799839681972676,9.331836802975428,0.06406026409556498,1,9.331836802975428,155.00666094857974
35,12.156257589662713,28.41022357143226,1.168543170539237,12.156257589662713,0.06640617097636398,1,12.156257589662713,172.680997957119
36,12.947265128033125,37.04330358102555,1.4305454941530558,12.947265128033125,0.06890472599030266,1,12.947265128033125,239.80473634087832
37,5.852454011772376,21.613736168784925,1.8465532685355823,5.852454011772376,0.07003412885417842,1,5.852454011772376,63.24669847519752
38,11.075198641055076,37.487891100265884,1.692425224830758,11.075198641055076,0.0721714136646254,1,11.075198641055076,207.5929202848427
39,6.425552876738551,24.63472098645498,1.9169339556473268,6.425552876738551,0.07341141278403343,1,6.425552876738551,79.14585115108368
