P,num_trading_agents_BM
0.02,24
P,num_trading_agents_BM
0.01,13
0.03,38
0.05,58
0.04,46
0.06,73
0.08,94
0.07,82
0.09,95
0.1,109
0.11,120
0.12,126
0.13,138
0.14,147
0.15,161
0.16,168
0.17,174
0.18,181
0.19,194
0.2,203
0.21,214
0.22,223
0.23,224
0.24,242
0.25,248
0.26,245
0.27,262
0.28,266
0.29,262
0.31,280
0.3,275
0.33,293
0.32,291
0.34,297
0.35,293
0.36,294
0.37,311
0.38,311
0.39,306
0.4,317
0.43,321
0.41,318
0.42,324
0.44,329
0.45,321
0.46,326
0.47,325
0.48,321
0.5,321
0.51,325
0.49,326
0.52,323
0.53,326
0.54,318
0.55,315
0.56,306
0.6,282
0.57,295
0.61,285
0.58,290
0.59,287
0.63,289
0.62,279
0.64,268
0.65,276
0.67,262
0.66,262
0.69,244
0.71,232
0.76,197
0.75,209
0.77,194
0.72,231
0.8,175
0.79,178
0.78,183
0.82,163
0.81,172
0.96,35
0.9,94
0.89,98
0.91,93
0.99,11
0.97,29
0.98,19
0.03,33
0.94,61
0.85,142
0.88,109
0.02,25
0.05,56
0.86,132
0.74,214
0.01,13
0.87,121
0.06,70
0.83,151
0.07,87
0.04,45
0.09,97
0.1,108
0.92,78
0.11,123
0.08,94
0.12,133
0.13,136
0.7,230
0.15,154
0.16,157
0.93,70
0.14,140
0.17,172
0.18,184
0.95,48
0.2,203
0.19,200
0.22,219
0.23,228
0.24,241
0.27,254
0.21,214
0.26,248
0.84,145
0.68,255
0.28,265
0.29,265
0.25,244
0.32,286
0.3,277
0.73,209
0.31,278
0.33,285
0.38,317
0.39,312
0.41,321
0.42,320
0.36,305
0.4,313
0.43,321
0.47,312
0.48,330
0.44,318
0.53,319
0.35,291
0.49,317
0.51,322
0.54,307
0.37,313
0.5,332
0.34,294
0.62,280
0.46,316
0.01,12
0.95,45
0.6,279
0.58,301
0.92,76
0.99,13
0.7,238
0.03,34
0.69,253
0.57,305
0.02,26
0.04,44
0.97,26
0.98,18
0.06,67
0.05,56
0.84,149
0.94,58
0.74,212
0.96,39
0.08,86
0.61,278
0.9,97
0.79,182
0.07,83
0.67,253
0.82,162
0.91,88
0.11,121
0.73,221
0.68,248
0.64,280
0.88,104
0.15,157
0.14,148
0.45,320
0.76,193
0.09,100
0.12,126
0.86,129
0.85,137
0.83,153
0.1,109
0.18,181
0.77,190
0.72,225
0.16,158
0.75,202
0.93,68
0.66,271
0.2,200
0.59,289
0.81,176
0.8,184
0.71,226
0.24,233
0.13,143
0.89,103
0.87,121
0.17,172
0.27,265
0.56,307
0.31,280
0.52,319
0.23,229
0.33,295
0.19,201
0.21,213
0.65,273
0.32,294
0.35,291
0.3,268
0.55,318
0.63,277
0.25,234
0.22,215
0.78,189
0.43,325
0.39,317
0.47,329
0.44,321
0.36,301
0.46,321
0.4,314
0.29,270
0.49,334
0.26,245
0.28,269
0.52,309
0.54,310
0.98,16
0.37,305
0.99,12
0.93,63
0.92,77
0.48,323
0.97,27
0.01,13
0.58,289
0.38,317
0.56,310
0.6,287
0.04,45
0.02,25
0.95,51
0.05,64
0.57,301
0.34,300
0.06,75
0.94,60
0.41,314
0.75,211
0.74,215
0.08,90
0.09,100
0.68,251
0.84,139
0.81,162
0.03,34
0.62,277
0.59,285
0.1,111
0.83,148
0.67,261
0.79,185
0.96,36
0.13,132
0.12,127
0.87,117
0.11,116
0.07,81
0.45,320
0.8,186
0.42,323
0.9,91
0.76,201
0.5,312
0.91,85
0.88,110
0.77,183
0.86,129
0.78,185
0.89,102
0.66,274
0.17,171
0.15,149
0.14,150
0.65,254
0.51,325
0.16,169
0.2,194
0.18,182
0.64,277
0.22,212
0.53,322
0.24,239
0.19,191
0.27,255
0.85,143
0.7,248
0.73,223
0.63,283
0.25,243
0.28,264
0.21,207
0.69,249
0.82,165
0.3,279
0.55,323
0.61,288
0.23,229
0.72,224
0.36,293
0.37,304
0.34,292
0.29,264
0.71,229
0.35,296
0.38,303
0.33,296
