P,num_trading_agents_BM
0.01,12
0.02,21
0.03,33
0.04,46
0.05,52
0.06,61
0.07,77
0.08,85
0.09,97
0.1,110
0.11,119
0.12,136
0.13,140
0.14,150
0.15,164
0.16,173
0.17,189
0.18,197
0.19,201
0.2,217
0.21,218
0.22,240
0.24,253
0.23,238
0.25,257
0.26,276
0.28,294
0.29,298
0.27,282
0.3,311
0.31,317
0.32,326
0.33,339
0.34,348
0.36,363
0.37,368
0.35,354
0.38,359
0.39,383
0.4,389
0.41,398
0.42,403
0.43,415
0.44,415
0.45,420
0.46,422
0.48,421
0.47,424
0.49,420
0.51,412
0.52,419
0.5,415
0.54,413
0.53,421
0.55,422
0.56,426
0.57,416
0.58,410
0.59,409
0.6,399
0.63,377
0.62,385
0.65,363
0.66,356
0.67,350
0.64,381
0.68,346
0.71,315
0.7,323
0.61,392
0.69,333
0.72,300
0.01,13
0.02,21
0.78,239
0.98,27
0.75,271
0.77,250
0.99,16
0.06,61
0.05,57
0.03,36
0.82,200
0.94,69
0.07,75
0.93,76
0.73,295
0.04,42
0.76,263
0.79,231
0.92,94
0.74,283
0.96,47
0.97,38
0.91,102
0.89,126
0.9,117
0.08,84
0.84,182
0.09,99
0.87,145
0.12,130
0.88,136
0.15,160
0.11,116
0.13,141
0.16,173
0.1,112
0.14,152
0.23,241
0.19,204
0.18,199
0.85,175
0.95,60
0.83,187
0.81,212
0.24,253
0.8,214
0.21,223
0.22,233
0.29,300
0.25,266
0.17,185
0.31,315
0.2,204
0.32,333
0.35,349
0.38,377
0.39,377
0.36,364
0.28,296
0.3,305
0.86,153
0.43,402
0.26,268
0.44,402
0.41,394
0.27,279
0.5,405
0.48,418
0.34,342
0.52,419
0.47,422
0.46,407
0.33,335
0.59,398
0.54,429
0.99,13
0.56,419
0.51,415
0.6,392
0.62,386
0.61,396
0.98,29
0.37,366
0.02,21
0.05,53
0.06,62
0.64,368
0.04,42
0.01,12
0.97,37
0.71,311
0.07,75
0.92,90
0.67,351
0.66,362
0.77,246
0.7,323
0.95,60
0.4,394
0.94,72
0.1,113
0.03,34
0.09,99
0.08,88
0.8,218
0.11,114
0.12,131
0.78,234
0.91,102
0.75,274
0.93,76
0.42,400
0.16,171
0.96,49
0.85,169
0.9,112
0.17,182
0.72,297
0.15,165
0.88,143
0.14,152
0.45,407
0.13,141
0.19,206
0.89,122
0.79,232
0.2,211
0.23,246
0.22,234
0.86,159
0.18,199
0.21,225
0.65,372
0.83,183
0.84,182
0.69,331
0.29,300
0.81,203
0.57,409
0.53,418
0.31,319
0.49,419
0.87,147
0.68,341
0.33,332
0.28,292
0.55,408
0.74,287
0.63,373
0.82,200
0.24,252
0.58,407
0.34,353
0.35,349
0.36,358
0.25,260
0.38,366
0.26,273
0.41,390
0.76,263
0.27,286
0.4,386
0.32,328
0.3,309
0.73,285
0.44,408
0.51,413
0.98,25
0.99,14
0.97,37
0.37,370
0.58,420
0.02,23
0.67,352
0.01,11
0.96,49
0.03,34
0.04,45
0.05,55
0.59,405
0.6,400
0.7,328
0.06,62
0.45,407
0.83,195
0.08,89
0.78,234
0.66,363
0.92,88
0.82,196
0.72,295
0.69,339
0.79,226
0.68,345
0.07,74
0.95,59
0.39,391
0.94,71
0.09,99
0.77,248
0.9,113
0.43,402
0.75,268
0.93,77
0.64,375
0.1,113
0.11,118
0.65,361
0.8,214
0.5,412
0.14,158
0.71,319
0.16,172
0.91,97
0.42,398
0.84,181
0.15,160
0.12,132
0.53,423
0.46,420
0.19,205
0.52,403
0.13,138
0.17,186
0.21,223
0.74,285
0.62,383
0.18,192
0.47,425
0.88,138
0.23,250
0.24,252
0.63,377
0.87,141
0.27,273
0.76,257
0.73,286
0.22,235
0.89,125
0.48,412
0.29,299
0.26,268
0.49,420
0.2,209
0.86,156
0.85,166
0.28,292
0.32,328
0.54,418
0.57,420
0.34,350
0.61,385
0.56,420
0.81,206
0.25,262
0.55,417
0.33,334
0.4,381
0.39,381
0.3,300
0.38,369
0.42,403
0.31,319
0.43,414
0.46,408
0.47,421
0.49,412
0.51,416
0.56,414
0.59,405
0.6,395
0.36,360
0.52,415
0.99,13
0.93,73
0.97,38
0.01,12
0.35,361
0.92,89
0.02,23
0.65,362
0.9,118
0.07,72
0.03,35
0.04,41
0.98,27
0.37,368
0.96,50
0.58,414
0.05,51
0.08,93
0.06,64
0.94,73
0.76,254
0.69,333
0.09,101
0.68,340
0.41,399
0.12,129
0.44,418
0.1,108
0.91,96
0.11,124
0.72,304
0.73,296
0.14,147
0.84,178
0.86,158
0.89,123
0.13,145
0.66,362
0.95,58
0.74,281
0.16,172
0.15,163
0.45,412
0.79,226
0.2,211
0.53,423
0.21,224
0.75,275
0.48,422
0.17,179
0.18,196
0.88,136
0.67,344
0.19,201
0.71,307
0.83,187
0.22,232
0.24,260
0.85,166
0.26,274
0.78,235
0.63,380
0.82,198
0.23,247
0.77,245
0.25,263
0.64,367
0.62,382
0.87,147
0.32,325
0.5,422
0.8,217
0.81,211
0.54,423
0.55,420
0.57,419
0.27,284
0.61,395
0.7,330
0.29,301
0.33,328
0.44,418
0.43,413
0.28,285
0.45,412
0.34,348
0.31,327
0.51,406
0.5,411
0.3,315
0.52,425
0.56,419
0.57,406
0.46,417
0.6,400
0.35,354
0.62,387
0.59,391
0.64,379
0.55,423
0.02,21
0.97,36
0.66,356
0.39,375
0.37,377
0.01,11
0.98,26
0.99,12
0.71,315
0.96,46
0.7,331
0.04,44
0.36,368
0.67,348
0.03,33
0.68,335
0.05,54
0.72,300
0.94,65
0.09,99
0.08,88
0.1,110
0.11,119
0.4,379
0.38,378
0.07,71
0.92,88
0.91,101
0.12,132
0.13,140
0.06,61
0.42,393
0.69,331
0.16,171
0.88,140
0.41,398
0.17,182
0.83,192
0.85,170
0.89,123
0.63,381
0.48,428
0.2,208
0.73,288
0.47,427
0.95,56
0.18,195
0.93,76
0.22,236
0.79,226
0.23,239
0.81,209
0.74,289
0.14,160
0.75,272
0.77,247
0.25,261
0.21,221
0.15,167
0.29,297
0.28,289
0.54,416
0.27,280
0.24,250
0.19,200
0.49,416
0.9,112
0.3,309
0.33,340
0.87,145
0.53,423
0.32,337
0.34,347
0.86,159
0.82,199
0.8,217
0.58,409
0.4,397
0.84,180
0.26,271
0.36,366
0.78,233
0.65,371
0.61,396
0.42,402
0.45,421
0.76,258
0.31,318
0.43,409
0.37,363
0.48,418
0.47,419
0.52,412
0.01,10
0.99,13
0.02,20
0.51,418
0.59,402
0.53,421
0.57,416
0.58,412
0.06,63
0.03,36
0.35,349
0.56,414
0.94,69
0.05,53
0.38,370
0.98,26
0.08,89
0.04,47
0.64,387
0.95,60
0.61,388
0.11,118
0.66,355
0.77,247
0.96,46
0.86,158
0.97,39
0.39,380
0.1,104
0.07,74
0.72,301
0.7,326
0.13,135
0.81,206
0.69,326
0.09,100
0.12,132
0.88,133
0.41,398
0.17,186
0.6,403
0.67,353
0.44,406
0.15,161
0.71,310
0.49,426
0.46,417
0.18,195
0.83,183
0.16,172
0.76,257
0.85,168
0.92,90
0.78,240
0.14,155
0.19,199
0.93,79
0.91,99
0.74,286
0.82,199
0.23,245
0.21,230
0.9,119
0.2,216
0.89,129
0.75,273
0.22,238
0.24,253
0.27,284
0.5,415
0.54,424
0.65,369
0.28,284
0.25,257
0.3,298
0.26,279
0.79,229
0.87,144
0.84,177
0.68,339
0.32,327
0.29,292
0.8,216
0.35,354
