P,num_trading_agents_BM
0.01,12
0.02,24
0.03,34
0.04,41
0.05,53
0.06,64
0.07,72
0.08,83
0.09,93
0.1,106
0.11,118
0.12,124
0.13,131
0.14,140
0.15,148
0.16,157
0.17,170
0.18,169
0.19,178
0.2,188
0.21,195
0.22,210
0.23,219
0.24,228
0.25,235
0.26,233
0.27,247
0.28,246
0.29,251
0.3,272
0.31,275
0.32,276
0.33,289
0.34,304
0.35,298
0.36,294
0.37,301
0.38,303
0.39,299
0.4,312
0.41,317
0.42,313
0.43,323
0.44,314
0.45,321
0.46,326
0.47,324
0.49,322
0.48,316
0.5,330
0.52,332
0.53,309
0.56,312
0.57,300
0.59,288
0.6,284
0.51,319
0.55,302
0.61,299
0.65,283
0.64,278
0.66,266
0.67,262
0.58,309
0.68,267
0.69,263
0.7,265
0.73,241
0.75,221
0.77,208
0.81,178
0.95,40
0.82,163
0.96,33
0.02,23
0.93,59
0.03,32
0.85,143
0.04,40
0.92,77
0.99,8
0.91,84
0.98,23
0.84,153
0.83,150
0.05,58
0.89,112
0.8,175
0.54,322
0.06,66
0.94,57
0.86,137
0.09,95
0.74,227
0.08,83
0.79,192
0.97,29
0.01,13
0.11,110
0.63,290
0.1,102
0.12,119
0.15,146
0.14,144
0.07,70
0.87,126
0.78,196
0.13,128
0.16,160
0.62,281
0.9,104
0.17,161
0.19,180
0.88,118
0.18,174
0.21,196
0.22,213
0.2,198
0.23,224
0.25,233
0.24,216
0.76,207
0.27,248
0.26,240
0.72,234
0.71,250
0.32,283
0.37,301
0.35,302
0.36,306
0.41,315
0.4,324
0.43,312
0.44,312
0.42,309
0.49,329
0.51,330
0.5,331
0.3,276
0.29,263
0.31,275
0.63,272
0.39,304
0.54,301
0.28,246
0.56,302
0.67,264
0.34,298
0.68,266
0.61,280
0.74,231
0.38,309
0.69,258
0.33,293
0.93,62
0.98,23
0.97,28
0.8,182
0.94,52
0.64,273
0.46,321
0.06,60
0.01,10
0.76,215
0.9,97
0.87,128
0.05,57
0.03,31
0.99,10
0.1,103
0.95,40
0.65,270
0.72,251
0.08,86
0.75,218
0.12,116
0.07,80
0.48,321
0.04,43
0.02,22
0.77,205
0.55,307
0.58,288
0.92,79
0.52,319
0.88,122
0.53,313
0.13,124
0.57,301
0.96,37
0.78,197
0.59,293
0.82,164
0.45,311
0.09,97
0.14,135
0.86,137
0.17,161
0.6,296
0.81,175
0.11,113
0.62,278
0.15,147
0.83,156
0.16,153
0.71,249
0.84,154
0.85,139
0.47,323
0.89,112
0.21,201
0.2,185
0.91,85
0.79,189
0.29,259
0.26,233
0.22,213
0.34,308
0.18,175
0.73,241
0.7,255
0.32,285
0.24,218
0.46,322
0.33,288
0.44,331
0.42,314
0.66,279
0.19,182
0.36,303
0.38,310
0.25,233
0.23,218
0.47,322
0.65,266
0.45,322
0.48,333
0.39,298
0.57,297
0.51,334
0.7,259
0.95,43
0.55,315
0.52,307
0.3,267
0.27,251
0.28,254
0.03,31
0.72,238
0.98,22
0.04,39
0.8,184
0.99,10
0.67,253
0.02,22
0.74,227
0.05,57
0.31,272
0.93,64
0.77,207
0.01,10
0.97,29
0.35,303
0.41,318
0.84,151
0.94,54
0.06,64
0.76,218
0.85,138
0.59,297
0.89,106
0.78,199
0.96,35
0.58,300
0.88,117
0.87,133
0.37,296
0.09,95
0.1,102
0.43,319
0.07,77
0.69,263
0.54,303
0.91,86
0.64,275
0.86,138
0.08,86
0.92,75
0.61,284
0.56,304
0.49,320
0.15,150
0.4,323
0.19,183
0.17,163
0.12,125
0.13,126
0.63,273
0.21,192
0.68,264
0.6,299
0.79,192
0.53,318
0.11,109
0.14,141
0.16,154
0.66,280
0.28,246
0.9,98
0.18,181
0.27,240
0.25,233
0.26,238
0.2,196
0.75,226
0.83,159
0.5,322
0.71,258
0.73,234
0.32,285
0.29,258
0.82,164
0.62,289
0.81,176
0.3,270
0.22,204
0.38,319
0.23,220
0.39,317
0.24,219
0.37,303
0.43,311
0.44,317
0.41,312
0.42,315
0.36,296
0.49,321
0.31,272
0.48,319
0.4,317
0.52,328
0.46,325
0.98,23
0.99,11
0.57,299
0.93,62
0.65,282
0.02,22
0.01,10
0.59,286
0.96,33
0.92,74
0.97,29
0.34,294
0.55,309
0.47,317
0.53,327
0.45,322
0.75,221
0.06,61
0.89,111
0.33,291
0.35,306
0.83,158
0.9,97
0.85,142
0.71,248
0.07,74
0.05,55
0.08,82
0.09,94
0.03,30
0.69,262
0.04,41
0.94,51
0.95,40
0.61,300
0.66,277
0.13,126
0.62,296
0.12,121
0.88,120
0.11,116
0.54,311
0.14,150
0.1,101
0.18,171
0.84,156
0.8,182
0.16,154
0.91,86
0.22,210
0.2,195
0.81,178
0.68,261
0.63,285
0.79,197
0.21,201
0.58,301
0.24,224
0.74,232
0.86,137
0.15,149
0.87,130
0.51,323
0.6,306
0.5,328
0.25,232
0.17,163
0.27,249
0.26,248
0.82,166
0.56,313
0.78,198
0.64,272
0.76,211
0.77,204
0.19,182
0.72,244
0.23,216
0.73,232
0.7,250
0.67,265
0.28,258
0.31,273
0.34,297
0.33,285
0.29,265
0.32,278
0.35,311
0.3,266
0.36,308
0.37,315
0.38,295
0.39,312
0.41,312
0.45,327
0.44,324
0.99,10
0.93,60
0.43,310
0.46,331
0.97,30
0.98,20
0.42,308
0.48,329
0.95,41
0.47,323
0.03,31
0.9,98
0.94,51
0.05,53
0.04,42
0.52,321
0.96,35
0.84,152
0.88,123
0.02,23
0.01,10
0.4,316
0.92,76
0.55,318
0.07,76
0.08,83
0.12,121
0.91,82
0.56,310
0.06,62
0.1,108
0.09,96
0.65,277
0.64,270
0.5,329
0.54,303
0.58,307
0.62,284
0.6,292
0.11,114
0.72,238
0.59,295
0.81,177
0.83,152
0.89,110
0.16,157
0.13,132
0.14,145
0.85,140
0.82,168
0.53,311
0.17,163
0.68,254
0.73,232
0.49,321
0.51,319
0.18,167
0.24,218
0.63,276
0.21,197
0.8,186
0.15,148
0.69,270
0.74,223
0.7,256
0.87,129
0.19,180
0.78,209
0.76,215
0.25,229
0.28,247
0.77,201
0.66,269
0.75,225
0.71,249
0.26,247
0.86,142
0.57,299
0.79,189
0.2,196
0.38,311
0.22,210
0.32,282
0.31,273
0.47,325
0.61,300
0.23,223
0.35,303
0.4,313
0.52,324
0.56,319
0.42,315
0.27,259
0.5,329
0.67,266
0.67,264
0.49,321
0.29,266
0.61,296
0.66,264
0.34,289
0.58,295
0.76,220
0.64,265
0.62,283
0.6,302
0.3,261
0.82,166
0.99,10
0.92,78
0.98,22
0.77,214
0.86,134
0.94,53
0.95,42
0.93,62
0.33,277
0.03,33
0.01,11
0.04,42
0.91,87
0.87,122
0.79,191
0.83,160
0.73,245
0.02,22
0.88,118
0.05,54
0.78,202
0.45,308
0.11,114
0.69,262
0.37,298
0.07,76
0.1,108
0.96,34
0.36,311
0.09,94
0.06,66
0.08,86
0.97,29
0.39,309
0.43,311
0.41,313
0.72,244
0.12,120
0.46,334
0.8,176
0.44,318
0.89,109
0.71,244
0.57,300
0.14,151
0.15,152
0.13,133
0.9,91
0.48,313
