P,num_trading_agents_BM
0.01,13
0.03,31
0.02,21
0.04,44
0.05,54
0.06,65
0.07,78
0.08,93
0.1,114
0.09,101
0.11,123
0.12,138
0.13,143
0.15,173
0.14,151
0.16,166
0.17,181
0.18,190
0.19,201
0.2,215
0.21,218
0.22,224
0.23,240
0.24,246
0.25,255
0.26,268
0.27,275
0.28,283
0.29,291
0.3,296
0.31,310
0.32,326
0.34,334
0.33,318
0.35,337
0.36,351
0.37,352
0.38,356
0.39,358
0.4,373
0.41,383
0.42,384
0.44,397
0.43,384
0.45,400
0.46,395
0.47,400
0.48,397
0.49,411
0.51,405
0.53,414
0.5,409
0.52,410
0.55,406
0.54,409
0.58,405
0.56,401
0.57,411
0.61,403
0.6,399
0.59,393
0.62,391
0.63,379
0.64,384
0.66,351
0.68,334
0.65,360
0.71,312
0.72,303
0.7,326
0.67,348
0.73,292
0.69,325
0.74,295
0.75,269
0.94,75
0.06,67
0.98,29
0.82,201
0.07,76
0.97,40
0.76,266
0.01,13
0.93,86
0.99,14
0.04,41
0.79,225
0.03,32
0.84,182
0.77,241
0.91,109
0.96,50
0.02,23
0.78,250
0.89,130
0.05,52
0.95,64
0.92,97
0.08,87
0.81,208
0.88,140
0.1,111
0.09,99
0.85,178
0.13,138
0.8,222
0.87,157
0.9,120
0.15,163
0.11,125
0.86,160
0.14,151
0.17,178
0.12,135
0.16,173
0.2,215
0.83,195
0.21,213
0.19,201
0.18,190
0.27,282
0.28,279
0.26,266
0.25,253
0.24,249
0.29,294
0.3,302
0.32,323
0.31,313
0.33,317
0.37,356
0.35,334
0.38,351
0.36,346
0.23,241
0.22,221
0.39,366
0.34,332
0.44,387
0.41,380
0.45,403
0.42,378
0.46,401
0.5,411
0.48,400
0.51,406
0.49,418
0.01,13
0.94,74
0.53,410
0.99,12
0.02,24
0.54,410
0.98,26
0.95,63
0.57,404
0.97,39
0.56,401
0.96,53
0.59,400
0.9,120
0.83,194
0.47,394
0.87,153
0.05,52
0.58,402
0.06,71
0.43,388
0.71,312
0.91,110
0.81,208
0.69,329
0.6,398
0.4,372
0.67,350
0.03,33
0.04,44
0.93,84
0.65,362
0.07,74
0.85,175
0.92,93
0.7,319
0.68,337
0.11,120
0.84,188
0.52,402
0.89,131
0.86,170
0.08,89
0.09,101
0.12,134
0.75,273
0.13,137
0.55,411
0.14,155
0.18,193
0.19,194
0.82,205
0.66,341
0.17,177
0.77,266
0.88,149
0.21,218
0.62,391
0.61,394
0.72,309
0.76,258
0.63,386
0.64,372
0.8,228
0.78,250
0.22,223
0.16,170
0.1,111
0.23,237
0.74,276
0.27,268
0.15,158
0.79,235
0.26,265
0.28,283
0.35,335
0.24,245
0.73,301
0.2,203
0.4,379
0.42,392
0.25,256
0.36,338
0.43,374
0.37,355
0.46,383
0.44,395
0.31,303
0.3,305
0.51,405
0.41,374
0.47,403
0.29,291
0.48,398
0.34,332
0.55,410
0.54,414
0.53,407
0.58,405
0.38,350
0.59,401
0.52,406
0.56,403
0.61,384
0.98,27
0.32,319
0.03,33
0.06,67
0.97,40
0.04,43
0.62,385
0.57,405
0.5,411
