agent_id,c,alpha,beta,acbar,sigma,pro,cbar,wtp_wta_max
1,7.808888802960994,29.49965386845093,1.8888509372335522,7.808888802960994,0.0015091228637833397,1,7.808888802960994,115.17975839228572
2,17.74714240880311,35.87507380166923,1.0107281773958754,17.74714240880311,0.0049388833651479135,1,17.74714240880311,318.34002184227273
3,9.440702469102087,37.57741386410373,1.9901810266285065,9.440702469102087,0.0067633657346363235,1,9.440702469102087,177.37859192465754
4,12.750235734691337,27.7954783382255,1.0899986053825845,12.750235734691337,0.009227438761076906,1,12.750235734691337,177.19945058544087
5,10.050496030837033,25.94705051904645,1.290834324964432,10.050496030837033,0.011169768039315396,1,10.050496030837033,130.39036412680215
6,15.84736046204392,36.144216816372094,1.1403860252608395,15.84736046204392,0.01423238227385517,1,15.84736046204392,286.39521625365904
7,11.86071918068594,39.91538957010669,1.6826715548204332,11.86071918068594,0.01652454994945322,1,11.86071918068594,236.71261333935797
8,11.853212393097406,37.75016761182269,1.5924023952277317,11.853212393097406,0.01881526688537892,1,11.853212393097406,223.73037728898052
9,12.930327467028462,35.83732473878691,1.385785658954496,12.930327467028462,0.021314143909892218,1,12.930327467028462,231.6941722073775
10,14.537654963976792,29.815873265378713,1.0254705225588374,14.537654963976792,0.02412364831512998,1,14.537654963976792,216.72643899086788
11,7.105692669981614,25.086519843573345,1.7652409841444956,7.105692669981614,0.025496873564184726,1,7.105692669981614,89.12855008391371
12,7.633000200104839,25.94612243560036,1.6996018443209255,7.633000200104839,0.026972004714326495,1,7.633000200104839,99.0233788714411
13,15.734716345855093,36.79051019528549,1.1690871759813137,15.734716345855093,0.030012849678551296,1,15.734716345855093,289.44412107105353
14,18.742447310021998,38.18629587091207,1.018711570566695,18.742447310021998,0.03363495987534187,1,18.742447310021998,357.85231916274
15,7.287878891835464,24.718969045675763,1.6958959810218697,7.287878891835464,0.03504339389734799,1,7.287878891835464,90.07442636795732
16,7.5851620191369795,27.286514539352396,1.7986771060730082,7.5851620191369795,0.03650927998145257,1,7.5851620191369795,103.48631685926239
17,9.760260890028832,28.39235258178423,1.4544873800858187,9.760260890028832,0.038395519270715814,1,9.760260890028832,138.55838423994885
18,7.45073971166989,21.439779947925846,1.4387685503457668,7.45073971166989,0.03983542729536536,1,7.45073971166989,79.87110993373744
19,8.925115328796165,30.661733789572327,1.7177219934987684,8.925115328796165,0.04156026881180265,1,8.925115328796165,136.82975512638964
20,6.466065179526093,24.39878460484733,1.8866794509049125,6.466065179526093,0.04280988153486205,1,6.466065179526093,78.8820657780803
21,10.479072220809039,33.845653748753314,1.6149165229314668,10.479072220809039,0.04483503618601591,1,10.479072220809039,177.3355249968411
22,11.309205698377795,28.677439339283502,1.2678803491653277,11.309205698377795,0.04702061998946042,1,11.309205698377795,162.15953019535425
23,10.548351589236775,22.2630443863197,1.0552854727100796,10.548351589236775,0.04905916336742559,1,10.548351589236775,117.41920981684213
24,9.360201572474137,24.23495324665849,1.2945743240149357,9.360201572474137,0.05086808837059446,1,9.360201572474137,113.42202374410499
25,7.68020348559251,30.300812960972713,1.9726569105763136,7.68020348559251,0.05235234188874179,1,7.68020348559251,116.35820465957467
