P,num_trading_agents_BM
0.01,11
0.02,26
0.03,33
0.04,42
0.05,54
0.06,62
0.07,72
0.08,86
0.09,94
0.1,105
0.11,110
0.13,133
0.12,126
0.14,150
0.15,156
0.16,170
0.17,171
0.18,191
0.19,201
0.2,203
0.21,212
0.22,227
0.24,246
0.23,220
0.27,266
0.25,243
0.28,269
0.29,282
0.26,253
0.3,283
0.31,287
0.34,312
0.33,314
0.32,302
0.35,333
0.36,334
0.37,338
0.38,352
0.39,348
0.4,361
0.41,359
0.43,372
0.44,368
0.45,380
0.46,381
0.47,389
0.49,384
0.48,382
0.51,375
0.52,360
0.5,381
0.54,375
0.53,375
0.55,372
0.42,352
0.57,369
0.59,368
0.6,366
0.63,360
0.61,370
0.64,354
0.65,357
0.66,342
0.58,379
0.86,164
0.69,324
0.85,166
0.84,184
0.93,84
0.56,369
0.91,101
0.71,304
0.95,57
0.87,145
0.88,133
0.01,12
0.02,23
0.03,31
0.83,186
0.92,93
0.99,13
0.04,43
0.73,285
0.81,202
0.96,50
0.78,237
0.97,37
0.07,73
0.76,256
0.79,230
0.98,25
0.06,64
0.74,280
0.9,117
0.05,54
0.1,106
0.09,94
0.94,74
0.11,112
0.08,85
0.75,268
0.68,340
0.14,145
0.13,129
0.17,180
0.7,315
0.67,336
0.22,226
0.19,200
0.18,188
0.12,129
0.25,242
0.15,159
0.21,215
0.24,231
0.23,220
0.26,249
0.62,358
0.3,279
0.89,124
0.82,198
0.16,159
0.36,339
0.32,296
0.8,211
0.28,273
0.31,293
0.2,207
0.38,348
0.77,247
0.72,301
0.41,355
0.39,355
0.43,358
0.47,382
0.42,368
0.4,366
0.27,258
0.45,374
0.46,373
0.44,377
0.49,386
0.52,379
0.99,12
0.01,11
0.55,380
0.02,23
0.5,388
0.97,36
0.96,46
0.33,305
0.29,277
0.54,372
0.34,319
0.98,22
0.56,369
0.51,373
0.57,370
0.58,372
0.05,54
0.03,32
0.06,61
0.94,70
0.35,316
0.37,339
0.63,349
0.6,367
0.89,130
0.04,41
0.07,74
0.9,115
0.71,310
0.81,207
0.1,105
0.93,85
0.08,84
0.82,196
0.11,116
0.09,92
0.92,94
0.95,58
0.13,130
0.66,337
0.69,316
0.17,174
0.19,196
0.72,292
0.87,150
0.16,168
0.18,187
0.91,105
0.68,318
0.21,212
0.2,209
0.12,123
0.8,218
0.14,150
0.59,368
0.48,380
0.24,240
0.15,162
0.22,222
0.23,232
0.74,274
0.88,139
0.25,240
0.28,277
0.53,375
0.29,264
0.84,181
0.86,156
0.33,316
0.34,324
0.83,184
0.85,167
0.31,299
0.76,252
0.38,346
0.35,328
0.77,244
0.61,358
0.36,326
0.7,311
0.32,305
0.75,261
0.67,339
0.37,344
0.65,348
0.41,370
0.39,356
0.73,293
0.62,361
0.47,373
0.26,244
0.27,264
0.64,351
0.79,221
0.42,371
0.78,239
0.46,385
0.3,276
0.44,372
0.45,369
0.57,377
0.99,13
0.53,372
0.01,12
0.49,369
0.02,25
0.03,33
0.52,366
0.05,56
0.51,388
0.56,364
0.96,47
0.04,41
0.95,60
0.54,377
0.98,25
0.97,35
0.06,59
0.67,340
0.09,98
0.55,383
0.11,114
0.89,128
0.07,74
0.08,84
0.12,125
0.64,341
0.68,322
0.13,138
0.8,213
0.72,293
0.61,365
0.4,353
0.1,105
0.92,91
0.94,70
0.78,239
0.76,254
0.82,197
0.93,84
0.9,117
0.85,172
0.84,175
0.86,158
0.88,137
0.14,149
0.17,173
0.58,377
0.79,229
0.2,204
0.16,164
0.91,104
0.19,200
0.43,371
0.73,284
0.83,191
0.77,254
0.48,372
0.21,211
0.69,322
0.15,151
0.24,244
0.18,185
0.27,259
0.5,372
0.75,271
0.87,151
0.3,281
0.28,262
0.22,218
0.65,359
0.29,287
0.7,310
0.81,201
0.25,246
0.71,299
0.35,333
0.59,378
0.6,364
0.23,225
0.63,357
0.26,254
0.31,294
0.38,346
0.34,319
0.36,339
0.43,375
0.62,363
0.66,324
0.74,275
0.44,370
0.51,390
0.47,378
0.52,385
0.49,372
0.53,376
0.97,39
0.98,26
0.54,386
0.99,13
0.55,376
0.32,305
0.33,312
0.39,352
0.04,45
0.91,105
0.02,24
0.01,12
0.63,358
0.95,59
0.05,55
0.56,370
0.06,60
0.07,68
0.37,346
0.4,362
0.62,356
0.03,31
0.08,77
0.9,112
0.77,244
0.96,46
0.7,312
0.84,179
0.73,291
0.87,153
0.93,87
0.66,331
0.42,365
0.94,71
0.69,322
0.59,376
0.71,307
0.75,270
0.45,370
0.76,262
0.68,327
0.89,125
0.12,125
0.15,153
0.09,89
0.13,136
0.92,88
0.16,168
0.1,106
0.81,204
0.61,372
0.78,235
0.57,364
0.82,198
0.17,177
0.64,346
0.2,207
0.11,114
0.41,361
0.72,297
0.21,211
0.23,231
0.88,142
0.48,374
0.14,144
0.22,220
0.46,375
0.86,157
0.27,265
0.5,382
0.83,187
0.18,187
0.85,163
0.19,194
0.67,338
0.25,242
0.31,299
0.79,220
0.8,214
0.3,289
0.28,276
0.32,298
0.35,335
0.6,370
0.43,377
0.65,334
0.58,366
0.46,374
0.34,319
0.39,356
0.42,372
0.4,364
0.24,237
0.44,376
0.47,366
0.26,249
0.41,363
0.29,283
0.74,264
0.37,338
0.56,375
0.98,23
0.57,377
0.52,378
0.01,12
0.59,363
0.02,20
0.61,366
0.45,366
0.33,313
0.99,12
0.92,88
0.51,383
0.6,374
0.93,89
0.86,162
0.89,123
0.36,332
0.05,57
0.9,117
0.03,33
0.63,353
0.62,353
0.81,206
0.07,72
0.04,41
0.96,47
0.85,174
0.06,64
0.67,328
0.97,33
0.94,71
0.68,314
0.38,341
0.83,193
0.95,53
0.91,101
0.08,83
0.09,93
0.13,131
0.7,315
0.49,370
0.53,371
0.1,105
0.14,148
0.11,118
0.77,243
0.5,372
0.55,371
0.19,193
0.16,163
0.17,169
0.84,185
0.18,192
0.58,362
0.71,299
0.21,217
0.64,355
0.12,124
0.22,220
0.69,321
0.78,230
0.15,149
0.88,136
0.23,226
0.2,215
0.48,383
0.54,377
0.87,148
0.26,246
0.25,240
0.79,225
0.29,279
0.82,194
