P,num_trading_agents_BM
0.01,8
0.02,17
0.03,25
0.04,32
0.05,45
0.06,49
0.07,57
0.08,68
0.09,76
0.1,86
0.11,87
0.12,93
0.13,95
0.14,102
0.15,102
0.16,116
0.17,126
0.2,143
0.19,140
0.21,148
0.18,126
0.23,157
0.22,148
0.24,170
0.25,184
0.27,188
0.26,183
0.28,183
0.29,187
0.3,186
0.32,201
0.31,203
0.33,205
0.34,206
0.35,202
0.36,217
0.37,217
0.39,226
0.4,224
0.41,225
0.43,236
0.38,222
0.44,237
0.45,234
0.42,236
0.48,247
0.46,244
0.47,240
0.5,256
0.49,249
0.51,257
0.52,256
0.53,253
0.55,245
0.54,247
0.61,241
0.63,239
0.62,235
0.58,253
0.64,228
0.56,253
0.57,241
0.71,196
0.59,250
0.99,8
0.69,208
0.74,180
0.65,225
0.98,17
0.72,194
0.01,8
0.6,251
0.02,19
0.68,215
0.67,219
0.95,45
0.93,55
0.75,176
0.78,157
0.92,64
0.04,31
0.94,50
0.81,154
0.9,85
0.91,73
0.06,50
0.97,21
0.07,58
0.05,46
0.73,184
0.96,32
0.88,100
0.86,109
0.08,66
0.03,23
0.8,152
0.84,128
0.09,78
0.12,92
0.13,93
0.66,220
0.14,105
0.15,112
0.17,123
0.2,142
0.16,118
0.19,137
0.21,146
0.11,86
0.89,93
0.22,155
0.87,106
0.1,83
0.83,140
0.85,125
0.79,156
0.23,158
0.82,144
0.76,174
0.27,186
0.26,186
0.29,182
0.3,192
0.7,200
0.77,167
0.31,199
0.32,196
0.33,200
0.18,125
0.36,219
0.41,224
0.38,214
0.42,231
0.43,232
0.24,166
0.37,224
0.28,184
0.45,244
0.25,174
0.44,239
0.4,224
0.39,218
0.51,259
0.5,256
0.96,34
0.52,253
0.99,7
0.46,237
0.97,23
0.54,259
0.01,8
0.98,18
0.55,245
0.03,25
0.87,104
0.89,94
0.61,241
0.63,240
0.94,51
0.05,47
0.04,31
0.77,166
0.69,203
0.62,236
0.64,232
0.72,199
0.91,73
0.02,16
0.06,53
0.49,253
0.85,123
0.34,207
0.07,57
0.95,44
0.68,223
0.1,84
0.53,259
0.09,77
0.08,69
0.8,153
0.9,87
0.92,63
0.83,141
0.56,257
0.35,213
0.16,115
0.93,56
0.12,100
0.66,216
0.74,181
0.11,88
0.81,149
0.2,140
0.76,174
0.15,114
0.6,245
0.75,167
0.88,105
0.23,156
0.47,239
0.48,246
0.86,107
0.18,129
0.84,126
0.21,145
0.82,147
0.19,138
0.22,162
0.14,102
0.13,96
0.79,160
0.26,184
0.25,176
0.24,172
0.73,186
0.78,158
0.29,189
0.71,198
0.17,127
0.35,206
0.37,222
0.65,223
0.58,250
0.38,219
0.7,196
0.57,244
0.67,215
0.59,253
0.32,202
0.33,213
0.39,220
0.4,230
0.41,230
0.44,237
0.52,257
0.55,250
0.42,232
0.27,186
0.45,241
0.5,262
0.49,243
0.28,189
0.57,248
0.56,246
0.59,249
0.97,23
0.31,201
0.69,209
0.99,8
0.94,50
0.96,35
0.3,189
0.02,18
0.01,9
0.83,139
0.75,175
0.04,31
0.65,231
0.92,65
0.79,164
0.87,108
0.54,254
0.95,45
0.05,42
0.67,218
