P,num_trading_agents_BM
0.01,10
0.02,18
0.03,29
0.04,41
0.05,51
0.07,72
0.06,62
0.08,85
0.09,98
0.1,106
0.11,116
0.12,128
0.13,143
0.14,149
0.15,158
0.16,166
0.17,167
0.18,184
0.19,194
0.22,220
0.21,208
0.2,198
0.23,235
0.24,235
0.25,246
0.27,270
0.26,261
0.28,276
0.29,268
0.3,280
0.31,294
0.36,334
0.34,324
0.33,314
0.32,302
0.35,320
0.37,345
0.39,347
0.38,362
0.4,349
0.43,376
0.44,381
0.41,370
0.42,367
0.45,385
0.48,392
0.51,414
0.46,389
0.49,400
0.47,399
0.5,404
0.55,403
0.54,409
0.53,399
0.52,392
0.57,403
0.56,412
0.61,399
0.59,397
0.6,395
0.58,400
0.63,385
0.99,12
0.98,23
0.62,377
0.01,10
0.97,35
0.68,342
0.02,17
0.71,316
0.91,107
0.92,100
0.89,127
0.78,246
0.64,361
0.9,116
0.05,48
0.7,315
0.03,28
0.96,48
0.69,331
0.04,43
0.76,263
0.77,252
0.67,335
0.1,108
0.66,352
0.06,66
0.94,73
0.07,72
0.85,171
0.88,138
0.93,79
0.81,213
0.72,291
0.79,236
0.09,101
0.13,138
0.14,153
0.95,62
0.73,295
0.8,219
0.82,204
0.65,371
0.87,145
0.86,158
0.11,121
0.74,287
0.83,192
0.15,153
0.12,130
0.84,184
0.16,162
0.08,92
0.18,176
0.19,190
0.2,198
0.22,226
0.23,235
0.25,247
0.17,175
0.24,235
0.28,270
0.75,265
0.27,266
0.34,320
0.33,319
0.3,285
0.36,331
0.21,209
0.26,260
0.4,360
0.38,356
0.37,342
0.32,307
0.35,326
0.45,395
0.44,384
0.51,405
0.31,296
0.29,278
0.41,374
0.42,372
0.43,371
0.39,358
0.97,38
0.62,384
0.99,10
0.01,10
0.55,399
0.98,22
0.02,18
0.46,386
0.68,344
0.03,28
0.69,325
0.93,82
0.95,61
0.06,64
0.63,379
0.78,246
0.04,41
0.83,195
0.94,72
0.82,201
0.96,45
0.5,398
0.92,96
0.9,120
0.48,397
0.09,100
0.87,143
0.81,216
0.07,76
0.64,364
0.49,389
0.05,51
0.79,235
0.59,388
0.7,319
0.71,309
0.08,86
0.1,107
0.15,159
0.88,145
0.65,362
0.13,138
0.85,171
0.74,286
0.89,127
0.47,393
0.76,263
0.67,358
0.91,110
0.73,294
0.86,160
0.52,396
0.58,406
0.84,186
0.53,405
0.11,112
0.12,133
0.14,150
0.8,225
0.57,395
0.54,402
0.61,388
0.6,387
0.77,260
0.16,167
0.72,302
0.21,208
0.2,201
0.56,407
0.19,192
0.66,362
0.17,177
0.26,260
0.23,233
0.24,243
0.29,280
0.3,276
0.18,185
0.22,219
0.31,296
0.28,263
0.32,305
0.75,263
0.25,255
0.34,316
0.43,376
0.27,270
0.35,325
0.42,377
0.38,353
0.33,305
0.47,395
0.4,374
0.36,330
0.58,398
0.54,411
0.9,114
0.52,402
0.5,390
0.48,377
0.99,10
0.64,366
0.63,378
0.44,381
0.53,411
0.02,16
0.01,11
0.97,36
0.98,23
0.84,185
0.37,337
0.39,364
0.92,96
0.94,76
0.61,390
0.04,40
0.07,72
0.78,238
0.03,29
0.56,418
0.91,111
0.88,142
0.81,215
0.96,49
0.73,286
0.95,54
0.86,154
0.76,264
0.1,108
0.51,403
0.09,104
0.11,121
0.55,406
0.8,226
0.57,396
0.41,369
0.45,389
0.49,399
0.79,240
0.72,295
0.06,66
0.08,91
0.05,56
0.68,345
0.89,121
0.93,83
0.87,145
0.12,125
0.13,143
0.75,272
0.83,191
0.65,367
0.74,280
0.62,385
0.15,153
0.77,258
0.85,171
0.82,209
0.17,168
0.19,190
0.59,400
0.7,317
0.16,164
0.6,387
0.69,319
0.18,181
0.14,151
0.66,355
0.46,401
0.21,220
0.22,216
0.2,200
0.71,318
0.24,234
0.23,232
0.26,255
0.28,272
0.27,271
0.31,298
0.3,290
0.33,310
0.32,304
0.36,340
0.25,255
0.67,344
0.34,326
0.37,340
0.35,324
0.45,399
0.41,377
0.39,356
0.4,358
0.29,269
0.48,396
0.43,391
0.46,383
0.44,393
0.38,341
0.99,9
0.61,389
0.01,10
0.96,46
0.91,106
0.64,377
0.85,169
0.49,396
0.02,18
0.98,22
0.53,410
0.04,43
0.47,395
0.82,206
0.07,76
0.62,382
0.56,407
0.97,37
0.95,60
0.57,387
0.5,395
0.6,371
0.05,50
0.79,236
0.78,249
0.86,160
0.03,30
0.92,99
0.73,296
0.09,99
0.84,182
0.83,198
0.93,84
0.81,217
0.08,86
0.94,72
0.7,315
0.11,120
0.74,279
