agent_id,c,alpha,beta,acbar,sigma,pro,cbar,wtp_wta_max
1,7.808888802960994,29.49965386845093,1.8888509372335522,7.808888802960994,0.0015202448920960776,1,7.808888802960994,115.17975839228572
2,7.102877227034356,22.329026196285618,1.5718296601902968,7.102877227034356,0.002903042508511114,1,7.102877227034356,79.30016583572534
3,6.857310116416457,21.048415229545142,1.5347428417416227,6.857310116416457,0.004238032792154028,1,6.857310116416457,72.16775534404707
4,7.326221285069245,28.563796942839037,1.949422207670121,7.326221285069245,0.005664311327810584,1,7.326221285069245,104.63234857251159
5,12.027185659852496,26.346673496558118,1.0952966987324797,12.027185659852496,0.00800577988076896,1,12.027185659852496,158.43816683130981
6,9.646679368451107,26.613255618022553,1.3793998225472088,9.646679368451107,0.009883808292444585,1,9.646679368451107,128.36477194884682
7,8.378997444348085,26.422794820207187,1.5767277049374355,8.378997444348085,0.011515042695580943,1,8.378997444348085,110.69826513552492
8,5.591855991614975,20.211325536686104,1.8072108408186047,5.591855991614975,0.01260367268162532,1,5.591855991614975,56.509410900399466
9,9.249466836270443,29.88197052199275,1.615334756637806,9.249466836270443,0.014404371227508104,1,9.249466836270443,138.19614767279145
10,9.98321256204038,21.164519508757152,1.0600054530157936,9.98321256204038,0.016347916370371,1,9.98321256204038,105.64494851468658
11,11.853212393097406,37.75016761182269,1.5924023952277317,11.853212393097406,0.018655515575613037,1,11.853212393097406,223.73037728898052
12,10.369860818857926,35.16327584063788,1.6954555347884868,10.369860818857926,0.020674333917044447,1,10.369860818857926,182.31913820126212
13,7.3293578323155915,24.03817271974469,1.6398553099535476,7.3293578323155915,0.022101223079904232,1,7.3293578323155915,88.09218474900786
14,10.944065848923211,32.630688035945376,1.4907936632689356,10.944065848923211,0.024231828422789883,1,10.944065848923211,178.5561992805285
15,16.75124501340018,38.24092886786835,1.1414354227783508,16.75124501340018,0.027492983154333156,1,16.75124501340018,320.29158450283535
16,12.633445050730243,31.21599535472277,1.2354506324036456,12.633445050730243,0.029952479094481076,1,12.633445050730243,197.18278100887034
17,16.7864575596894,39.81094230671318,1.1858053483039277,16.7864575596894,0.033220489051522445,1,16.7864575596894,334.14234672144204
18,10.896779986099816,28.166144671137666,1.2924067801252779,10.896779986099816,0.035341888719536876,1,10.896779986099816,153.46014076902244
19,8.782552790898926,31.882962519490974,1.8151307073571052,8.782552790898926,0.03705168781603131,1,8.782552790898926,140.00690072884066
20,12.526393671617283,37.91313256287579,1.5133299158871487,12.526393671617283,0.03949034285084753,1,12.526393671617283,237.4574119033972
21,7.602020813964979,29.77546910631097,1.9583917115573515,7.602020813964979,0.04097031440680773,1,7.602020813964979,113.17686794587361
22,11.384742853943347,28.1419106199604,1.2359484522837882,11.384742853943347,0.04318671133705623,1,11.384742853943347,160.19420791345328
23,10.785746166190782,37.94818843477931,1.7591823435328224,10.785746166190782,0.04528649479285073,1,10.785746166190782,204.64976396215314
24,9.003461231419651,31.429061178642527,1.7453877109485174,9.003461231419651,0.04703930063931902,1,9.003461231419651,141.4851669309122
25,11.572708652946067,36.10201410271039,1.5597910215047146,11.572708652946067,0.04929229100213303,1,11.572708652946067,208.89904549760877
26,7.258879993846002,21.01094097893377,1.447257772324836,7.258879993846002,0.05070545944535615,1,7.258879993846002,76.25794956193074
27,10.52403618055803,38.905248911770414,1.848399617992737,10.52403618055803,0.05275429285193008,1,10.52403618055803,204.72012358054388
28,7.892100406583584,23.535001919550066,1.4910480548319676,7.892100406583584,0.05429073749005436,1,7.892100406583584,92.87029910911325
29,6.991535568046812,23.647272258325305,1.6911358047293406,6.991535568046812,0.05565185896372689,1,6.991535568046812,82.66537254068402
30,13.77160584103631,37.73358901809824,1.369977817171494,13.77160584103631,0.05833293356525756,1,13.77160584103631,259.82605746245264
31,11.627489491289777,33.524787976187866,1.441617642454181,11.627489491289777,0.060596588734778155,1,11.627489491289777,194.90455994542114
32,15.821814607465416,36.06411194992336,1.1396958201275709,15.821814607465416,0.06367680071469134,1,15.821814607465416,285.29984662728276
33,6.5417102477365106,25.357606983306553,1.9381481312230626,6.5417102477365106,0.0649503495947731,1,6.5417102477365106,82.94105873038569
34,12.154216602247056,28.266807356693324,1.1628395429232103,12.154216602247056,0.06731654870110294,1,12.154216602247056,171.78044963362063
35,8.185249207017009,26.868718648370873,1.6412889802632395,8.185249207017009,0.06891006393886413,1,8.185249207017009,109.9635790050704
36,10.90303073651402,29.92841035484454,1.3724812429728792,10.90303073651402,0.07103268051131001,1,10.90303073651402,163.15518899693726
37,7.68020348559251,30.300812960972713,1.9726569105763136,7.68020348559251,0.07252787277410715,1,7.68020348559251,116.35820465957467
38,6.025386163032566,21.19026776640296,1.7584157424142535,6.025386163032566,0.07370090299241214,1,6.025386163032566,63.8397730953197
39,12.156257589662713,28.41022357143226,1.168543170539237,12.156257589662713,0.07606749944089548,1,12.156257589662713,172.680997957119
40,12.947265128033125,37.04330358102555,1.4305454941530558,12.947265128033125,0.07858809029244436,1,12.947265128033125,239.80473634087832
41,5.852454011772376,21.613736168784925,1.8465532685355823,5.852454011772376,0.07972745384878678,1,5.852454011772376,63.24669847519752
42,11.075198641055076,37.487891100265884,1.692425224830758,11.075198641055076,0.08188358829862413,1,11.075198641055076,207.5929202848427
43,6.425552876738551,24.63472098645498,1.9169339556473268,6.425552876738551,0.08313452350672328,1,6.425552876738551,79.14585115108368
44,7.641987714344663,28.016288516252363,1.8330498270537259,7.641987714344663,0.08462227587217996,1,7.641987714344663,107.050066321368
45,7.720564568218565,22.035704981829127,1.4270786020324433,7.720564568218565,0.0861253256843993,1,7.720564568218565,85.06404155921363
46,5.367843604542627,20.262744025085162,1.8874193733902267,5.367843604542627,0.08717034464001334,1,5.367843604542627,54.38362046276886
47,10.342110873641365,38.3953666328954,1.8562635375894367,10.342110873641365,0.08918376058508135,1,10.342110873641365,198.5445693757572
48,11.794844038071346,27.30554800749681,1.1575205199560112,11.794844038071346,0.09147999656108201,1,11.794844038071346,161.03234006124737
49,10.216890233502284,34.75054980629396,1.7006422214630028,10.216890233502284,0.09346903438483724,1,10.216890233502284,177.52127646237972
50,9.282321615273231,26.042612641404403,1.4028070627586104,9.282321615273231,0.09527612914293668,1,9.282321615273231,120.867953119748
51,11.25170677283853,33.20131410193542,1.4753901240158047,11.25170677283853,0.09746662643139653,1,11.25170677283853,186.78572537394305
52,0.0,37.619367539773606,1.2269830733205767,15.33002710378251,0.10045109656386694,0,15.33002710378251,288.3529620059427
53,0.0,34.66908603279791,1.1462839203021036,15.122381732294063,0.10339514201834056,0,15.122381732294063,262.13957664885714
54,0.0,28.140281106313097,1.3837260846353325,10.16829899312377,0.10537472003458029,0,10.16829899312377,143.06939601977166
55,0.0,23.999753239168435,1.395088323897411,8.60151749106506,0.10704927493733525,0,8.60151749106506,103.2171486339763
56,0.0,36.55635175599349,1.761751652857308,10.375001407464083,0.10906909405541594,0,10.375001407464083,189.63610046009228
57,0.0,30.00259443047594,1.749993513232138,8.572201612068511,0.11073794170372968,0,8.572201612068511,128.5941441715818
58,0.0,35.2237721992989,1.0236088105799594,17.20568044902901,0.11408756653226552,0,17.20568044902901,303.02448433526433
59,0.0,23.944115940198312,1.719027895724878,6.964434957613524,0.11544341202293672,0,6.964434957613524,83.37861904153417
60,0.0,31.366862684076768,1.3294886680689193,11.79658895838394,0.11773998770235221,0,11.79658895838394,185.0109929990626
61,0.0,38.919616372854236,1.6747818877104943,11.6193089555259,0.12000205027425442,0,11.6193089555259,226.10952353336884
62,0.0,24.995184905489573,1.3542108899686809,9.228689966474734,0.12179870395140137,0,9.228689966474734,115.33640607373619
63,0.0,38.69200918268423,1.9033823292753982,10.164013973328721,0.12377744775426959,0,10.164013973328721,196.63306099448286
64,0.0,22.703898147871378,1.881706969148683,6.032793235107966,0.12495191999124998,0,6.032793235107966,68.48396157852936
65,0.0,21.38944721990833,1.7270158069155683,6.192603198609297,0.1261575042451702,0,6.192603198609297,66.22817963524453
66,0.0,31.050390422508467,1.77936217332097,8.725146259728724,0.12785612736157492,0,8.725146259728724,135.45959892903318
67,0.0,24.737906100644807,1.3629773202414381,9.074951480580296,0.12962285102514418,0,9.074951480580296,112.24764879725146
68,0.0,23.517114688766632,1.3148816420143774,8.942673597883227,0.13136382265400248,0,8.942673597883227,105.15294031281258
69,0.0,23.833392516650175,1.5939127382103502,7.47637933536135,0.13281933415925606,0,7.47637933536135,89.09374165151961
70,0.0,20.50751509307989,1.8779853166677345,5.459977485198893,0.13388228986169684,0,5.459977485198893,55.98528534279634
71,0.0,20.657668839788666,1.727421119937095,5.979337812119875,0.13504635532560066,0,5.979337812119875,61.75959020199944
72,0.0,29.172801620580564,1.1653349896964715,12.516916542675444,0.1374831653403085,0,12.516916542675444,182.57676160041694
73,0.0,23.849460917102803,1.9620099062088794,6.077813583313208,0.1386664021987512,0,6.077813583313208,72.47628875833246
74,0.0,29.428545188990082,1.2279446657235953,11.982846625930257,0.140999238769421,0,11.982846625930257,176.31887171196294
75,0.0,20.835104471272857,1.856181121739258,5.6123576054232736,0.14209186003699828,0,5.6123576054232736,58.46702851956834
76,0.0,27.886112715404874,1.9766246673568815,7.053972657513641,0.1434651368465623,0,7.053972657513641,98.35393830940473
77,0.0,35.40257676320244,1.3025962031560456,13.589236893761067,0.14611070761809003,0,13.589236893761067,240.54700114235942
78,0.0,36.258473249123206,1.1430493224348872,15.86041500461527,0.1491984343748275,0,15.86041500461527,287.53721658241756
79,0.0,34.26553579453462,1.6583036042189123,10.331502538907596,0.1512097850751341,0,10.331502538907596,177.00723502913178
80,0.0,35.33785389993988,1.1309628801457872,15.622906162660547,0.1542512732935955,0,15.622906162660547,276.0399877342844
81,0.0,24.388848274592284,1.95289699817283,6.24427409571805,0.15546691690671288,0,6.24427409571805,76.14532675271724
82,0.0,36.47068289352653,1.509327317540666,12.081767311067003,0.15781901148836172,0,12.081767311067003,220.31515219764967
83,0.0,37.76059042716987,1.0877263482327688,17.357578258777853,0.16119820798518714,0,17.357578258777853,327.71620171862946
84,0.0,38.00132822858311,1.1887043940742508,15.984347503896505,0.16431006208625631,0,15.984347503896505,303.71321800765213
85,0.0,37.657525057057455,1.5979741710790574,11.782895411766454,0.1666039718877441,0,11.782895411766454,221.8573396066413
86,0.0,22.46479548559779,1.3843766691575778,8.113686103677292,0.16818355512505553,0,8.113686103677292,91.13614947672357
87,0.0,26.045522996311128,1.8174658183486263,7.165340534430639,0.16957851318150355,0,7.165340534430639,93.31252083295674
88,0.0,24.198735932142554,1.919719139264212,6.302676114751198,0.1708055265776161,0,6.302676114751198,76.25839748334322
89,0.0,31.821815601274228,1.601180954808918,9.93698292054435,0.17274007167218516,0,9.93698292054435,158.10641906528687
90,0.0,23.71394299768471,1.3526626211219464,8.765653248411464,0.17444658074319794,0,8.765653248411464,103.93410073514964
91,0.0,37.684506958628596,1.17191174607433,16.078218809933496,0.1775767098353853,0,16.078218809933496,302.949874312646
92,0.0,34.90027463370247,1.02143373172042,17.083964211226547,0.18090263878433144,0,17.083964211226547,298.1175214020754
