P,num_trading_agents_BM
0.02,22
0.03,37
0.01,13
0.04,46
0.05,54
0.06,64
0.08,88
0.09,98
0.07,78
0.1,111
0.11,115
0.12,127
0.13,143
0.14,153
0.15,166
0.16,176
0.17,182
0.18,201
0.19,207
0.2,206
0.21,227
0.22,232
0.23,248
0.24,266
0.25,266
0.26,263
0.28,294
0.27,288
0.3,306
0.29,306
0.31,318
0.32,330
0.33,332
0.34,344
0.35,358
0.36,365
0.37,367
0.38,373
0.39,384
0.4,383
0.41,404
0.43,415
0.42,400
0.44,414
0.46,418
0.45,418
0.48,426
0.47,423
0.49,423
0.5,410
0.51,405
0.52,423
0.54,414
0.53,415
0.55,404
0.56,415
0.57,410
0.58,424
0.59,403
0.6,387
0.61,387
0.62,387
0.63,379
0.65,369
0.69,336
0.66,362
0.67,358
0.7,321
0.78,235
0.87,144
0.79,229
0.85,169
0.93,79
0.02,23
0.71,305
0.88,136
0.9,113
0.86,157
0.92,91
0.74,277
0.72,307
0.64,373
0.05,52
0.96,46
0.98,24
0.89,121
0.01,10
0.84,187
0.06,63
0.04,43
0.97,40
0.1,110
0.83,181
0.08,85
0.03,33
0.94,70
0.95,61
0.73,288
0.11,118
0.13,139
0.12,134
0.99,13
0.09,99
0.14,146
0.16,171
0.07,76
0.17,191
0.18,194
0.82,193
0.68,350
0.2,207
0.15,164
0.22,228
0.25,262
0.21,222
0.26,276
0.23,238
0.24,254
0.91,99
0.29,305
0.28,289
0.75,273
0.77,257
0.32,326
0.19,207
0.8,215
0.31,316
0.76,262
0.36,364
0.33,329
0.35,356
0.81,208
0.27,279
0.4,394
0.42,401
0.39,381
0.44,417
0.41,388
0.45,407
0.3,308
0.48,431
0.43,414
0.49,418
0.02,22
0.04,47
0.34,344
0.99,14
0.52,418
0.03,33
0.5,412
0.01,11
0.05,52
0.98,26
0.55,418
0.53,423
0.06,63
0.96,48
0.91,103
0.9,110
0.07,75
0.93,86
0.95,60
0.11,118
0.97,37
0.59,397
0.08,89
0.37,361
0.1,108
0.09,101
0.38,372
0.12,125
0.15,166
0.84,180
0.46,406
0.89,122
0.61,392
0.82,202
0.14,155
0.79,230
0.65,360
0.17,186
0.16,179
0.76,264
0.13,138
0.19,202
0.94,68
0.86,160
0.88,135
0.51,416
0.2,208
0.6,393
0.75,278
0.74,280
0.92,86
0.18,197
0.47,422
0.72,303
0.67,354
0.25,262
0.22,237
0.21,222
0.24,253
0.58,421
0.8,211
0.83,191
0.73,295
0.57,408
0.78,238
0.27,277
0.54,429
0.66,363
0.23,241
0.29,301
0.3,308
0.87,146
0.68,341
0.62,390
0.71,320
0.77,246
0.81,206
0.28,292
0.34,345
0.85,168
0.7,313
0.31,323
0.26,270
0.56,413
0.44,411
0.33,337
0.37,359
0.63,380
0.64,367
0.32,327
0.42,401
0.69,338
0.59,400
0.47,415
0.6,400
0.64,371
0.52,414
0.53,420
0.35,359
0.36,359
0.48,429
0.9,117
0.84,184
0.51,415
0.98,25
0.99,13
0.57,411
0.96,47
0.4,378
0.39,378
0.92,89
0.38,373
0.62,385
0.63,385
0.41,403
0.49,411
0.01,11
0.46,421
0.66,361
0.61,385
0.86,160
0.65,374
0.67,348
0.97,38
0.03,37
0.05,57
0.91,105
0.04,43
0.68,336
0.02,22
0.06,63
0.56,414
0.89,127
0.93,84
0.07,76
0.1,102
0.88,137
0.09,102
0.13,137
0.87,147
0.74,283
0.12,128
0.14,150
0.15,162
0.08,92
0.94,72
0.5,418
0.43,413
0.16,174
0.95,55
0.69,332
0.17,178
0.45,418
0.83,186
0.77,244
0.11,117
0.81,208
0.2,211
0.78,232
0.18,192
0.24,254
0.76,259
0.79,229
0.23,244
0.25,262
0.19,198
0.3,304
0.27,283
0.72,300
0.75,267
0.82,193
0.22,236
0.34,346
0.28,293
0.21,228
0.85,171
0.29,303
0.32,329
0.73,293
0.35,358
0.26,276
0.8,217
0.55,421
0.37,365
0.36,366
0.58,412
0.54,424
0.41,396
0.39,385
0.71,313
0.4,384
0.33,339
0.7,322
0.31,319
0.42,388
0.53,419
0.5,412
0.46,418
0.03,37
0.04,45
0.02,21
0.01,12
0.97,39
0.51,421
0.63,383
0.05,57
0.99,14
0.49,421
0.38,365
0.91,97
0.64,370
0.66,361
0.56,418
0.98,26
0.1,110
0.06,65
0.9,110
0.45,406
0.83,186
0.8,223
0.94,69
0.07,80
0.96,46
0.08,86
0.67,359
0.11,119
0.73,287
0.74,276
0.78,232
0.48,408
0.13,143
0.95,61
0.82,201
0.14,152
0.09,99
0.76,258
0.89,125
0.93,80
0.12,128
0.61,392
0.16,169
0.44,412
0.43,411
0.7,322
0.87,142
0.85,166
0.17,182
0.92,87
0.52,407
0.75,276
0.57,405
0.55,417
0.15,158
0.22,226
0.21,219
0.54,421
0.47,433
0.79,224
0.65,356
0.24,251
0.23,246
0.71,313
0.81,205
0.19,205
0.18,195
0.2,207
0.25,262
0.26,273
0.88,137
0.27,277
0.28,293
0.84,186
0.86,156
0.69,328
0.29,298
0.59,403
0.77,250
0.3,309
0.6,395
0.33,342
0.58,404
0.42,410
0.37,370
0.39,370
0.68,345
0.62,383
0.4,392
0.41,384
0.72,300
0.45,416
0.35,361
0.48,419
0.53,414
0.32,322
0.52,424
0.31,323
0.5,410
0.38,370
0.34,344
0.36,361
0.99,15
0.05,54
0.56,420
0.03,33
0.01,11
0.06,60
0.02,20
0.58,418
0.63,378
0.59,409
0.61,395
0.57,416
0.9,114
0.97,35
0.66,359
0.98,26
0.04,42
0.07,75
0.54,428
0.85,173
0.08,88
0.09,100
0.84,177
0.47,425
0.76,257
0.73,289
0.44,409
0.94,68
0.91,98
0.11,118
0.89,124
0.75,270
0.43,403
0.49,411
0.95,57
0.1,110
0.96,44
0.86,154
0.65,364
0.19,203
0.12,135
0.92,85
0.7,328
0.14,152
0.8,211
0.13,139
0.77,247
0.2,214
0.93,77
0.15,167
0.51,409
0.79,228
0.68,346
0.81,210
0.69,331
0.21,219
0.18,192
0.23,246
0.27,278
0.46,414
0.74,280
0.17,184
0.16,172
0.22,231
0.87,141
0.88,134
0.67,355
0.72,302
0.24,248
0.28,287
0.29,304
0.83,194
0.25,262
0.32,327
0.36,357
0.31,315
0.55,416
0.78,236
0.26,264
0.37,365
0.82,194
0.62,386
0.34,349
0.6,390
0.39,382
0.35,351
