P,num_trading_agents_BM
0.01,11
0.02,23
0.03,36
0.04,44
0.05,56
0.06,68
0.07,80
0.09,101
0.08,89
0.1,110
0.11,117
0.12,126
0.14,147
0.13,142
0.15,163
0.16,174
0.17,182
0.18,190
0.19,203
0.2,213
0.21,223
0.22,233
0.23,237
0.24,253
0.25,269
0.26,280
0.27,290
0.28,295
0.29,312
0.3,313
0.31,317
0.32,326
0.34,354
0.33,352
0.35,350
0.36,362
0.37,373
0.38,378
0.39,390
0.4,390
0.41,397
0.42,397
0.43,400
0.44,412
0.45,395
0.47,426
0.46,389
0.48,422
0.49,422
0.5,422
0.51,412
0.52,431
0.53,409
0.54,411
0.55,411
0.56,412
0.58,398
0.57,400
0.59,400
0.61,387
0.62,382
0.6,384
0.66,345
0.67,345
0.63,377
0.68,334
0.76,276
0.75,283
0.72,314
0.69,330
0.71,318
0.64,366
0.73,292
0.78,254
0.99,13
0.01,12
0.82,218
0.83,208
0.03,35
0.81,221
0.02,21
0.8,226
0.97,38
0.86,166
0.08,89
0.07,80
0.04,42
0.98,24
0.65,355
0.92,99
0.93,85
0.85,175
0.05,54
0.87,153
0.9,122
0.13,145
0.1,109
0.74,292
0.16,171
0.06,65
0.94,75
0.11,118
0.09,100
0.91,107
0.89,132
0.12,134
0.18,194
0.96,52
0.77,262
0.84,184
0.17,179
0.95,61
0.88,139
0.2,213
0.21,225
0.19,203
0.7,325
0.23,231
0.15,158
0.14,145
0.22,241
0.24,253
0.25,273
0.27,294
0.28,299
0.29,302
0.31,321
0.32,334
0.79,242
0.33,344
0.26,278
0.36,366
0.37,371
0.34,340
0.42,392
0.38,375
0.46,410
0.35,366
0.45,404
0.3,326
0.49,426
0.56,410
0.51,425
0.01,11
0.54,412
0.48,417
0.58,395
0.99,13
0.95,62
0.86,167
0.59,399
0.97,38
0.98,26
0.9,124
0.88,145
0.02,24
0.4,392
0.03,33
0.04,43
0.69,323
0.62,385
0.84,184
0.5,424
0.66,355
0.06,67
0.96,48
0.39,383
0.78,247
0.07,79
0.77,269
0.93,83
0.73,300
0.87,158
0.74,293
0.7,333
0.09,103
0.92,96
0.11,121
0.05,57
0.1,110
0.08,91
0.41,396
0.12,136
0.14,151
0.91,110
0.15,164
0.94,76
0.13,140
0.81,226
0.85,172
0.16,171
0.19,199
0.2,214
0.18,191
0.61,383
0.43,402
0.21,224
0.44,412
0.47,418
0.75,284
0.79,238
0.22,234
0.23,247
0.89,126
0.25,263
0.17,182
0.82,211
0.64,371
0.26,287
0.3,318
0.52,418
0.31,318
0.33,341
0.28,298
0.53,416
0.37,369
0.34,351
0.76,279
0.32,335
0.24,255
0.68,341
0.83,204
0.36,364
0.8,239
0.55,412
0.72,304
0.6,388
0.39,388
0.57,401
0.65,366
0.29,309
0.35,361
0.71,317
0.67,345
0.38,373
0.27,286
0.45,415
0.46,400
0.63,383
0.42,395
0.48,408
0.5,422
0.43,402
0.55,407
0.01,12
0.53,422
0.02,22
0.54,418
0.04,45
0.05,59
0.99,13
0.92,100
0.06,68
0.03,35
0.56,413
0.98,27
0.97,36
0.47,416
0.07,78
0.1,110
0.08,91
0.96,52
0.85,177
0.89,132
0.09,101
0.64,369
0.59,387
0.95,62
0.68,343
0.12,132
0.58,386
0.62,372
0.91,106
0.93,87
0.61,378
0.79,245
0.11,120
0.67,352
0.15,168
0.51,416
0.4,384
0.72,312
0.94,70
0.44,399
0.16,171
0.14,150
0.69,333
0.2,212
0.18,190
